review_text,review_date,review_id,product_name,product_category,product_variant,product_price,product_url,product_id,rating,sold_count,shop_id,sentiment_label
"pengiriman lumayan cepat, barang sesuai pesanan, tidak ada cacat, expired lama 2025, rasa susu enak, anak anak suka, packing aman pakai kardus, ga ada penyok, lagi dapet diskon jadi harga lumayan murah. mantap , terima kasih",2024-08-17,1080277109,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
"Kesukaan si kecil, pas promo dapat harga bagus, pengiriman tepat waktu, dan expired date masih lama..",2024-09-12,1091657527,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
"pengirimannya cepat. packing aman, tidak ada cacat, sesuai pesanan, rasa susu coklatnya enak, anak sangat suka, harga dapet diskon jadi lebih murah, terima kasih banyak",2024-09-28,1098399963,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
"beli lagi flash sale, rasa enak pengiriman cepat, terima kasih seller, kurir n tokopedia, exp msh lama",2024-07-22,1068844363,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
"rasa lumayan enak,kemasan praktis dan harga terjangkau,volume isinya pas untuk anak anak, packing barangnya juga aman dengan dus.",2024-09-23,1096106875,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
"sesuai pesanan, rasa coklat , enak , barang bagus , kemasan bagus , exp Juli 25, makasih seler",2024-08-28,1084960063,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
"barangnya sudah sampai, pengiriman cepat adminnya ramah. saran saya kepada pembeli lain adalah untuk membaca deskripsi produk dengan teliti sebelum membeli. ini akan membantu mendapatkan produk yang sesuai dengan harapan. jangan ragu untuk berbelanja disini, karena saya yakin anda juga akan memiliki pengalaman berbelanja yang luar biasa. terimakasih atas pengalaman berbelanja yang menyenangkan, saya pasti akan kembali berbelanja disini untuk keperluan masa depan.",2024-11-28,1123880393,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
"barangnya sudah sampai, pengiriman cepat adminnya ramah. favorite anak-anak selalu stock dirumah, saran saya kepada pembeli lain adalah, bacalah deskripsi produk dengan teliti sebelum membeli. ini akan membantu mendapatkan produk yang sesuai dengan harapan. jangan ragu untuk berbelanja disini, karena saya yakin anda juga akan memiliki pengalaman yang luar biasa. terimakasih atas pengalaman berbelanja yang menyenangkan saya pasti akan kembali berbelanja disini untuk kebutuhan masa depan.",2024-12-11,1128977673,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
"barangnya sudah sampai, pengiriman cepat adminnya ramah. favorite anak-anak selalu stock dirumah, saran saya kepada pembeli lain adalah, bacalah deskripsi produk dengan teliti sebelum membeli. ini akan membantu mendapatkan produk yang sesuai dengan harapan. jangan ragu untuk berbelanja disini, karena saya yakin anda juga akan memiliki pengalaman yang luar biasa. terimakasih atas pengalaman berbelanja yang menyenangkan saya pasti akan kembali berbelanja disini untuk kebutuhan masa depan.",2024-12-11,1128977369,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
"kemasan baru nih. jaminan mutu, rasa enak, exp date masih lama, packing aman dan pengiriman cepat",2024-09-13,1092176177,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
"rasa enak ga bikin enek , dapet diskon 25k ,pengiriman cepet banget , dikemas rapih banget sampe kardusnya di wreping biar ga basah Krn hujan, Tokopedia hebat",2024-09-11,1091150143,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
"barang ori,kualitas baik.rasa lumayan enak anak saya suka...pengiriman lumayan cepat,kurir ramah.trims seller&amp;tokopedia",2025-06-06,1506592808,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,4,50000,3650675,positive
kemasan aman dan kiriman cepat. seller responsif,2024-11-04,1113823812,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
Terima paket dus luarnya udah rusak. untungnya pake bubble dan susu kotaknya packing dus pabrik. exp jauh. pesanan sesuai,2024-12-08,1128000045,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
Kualitas produk: Baik Hanya saja gtw salh di awal atau di pengantaran. Sudah di minum 1 pcs dan sampah nya di masukan kembali ke dus. Lebih di perhatikan kembali untuk packingan reseller dan untuk ekspedisinya. Semoga jadi masukan untuk kedepan nya jd lebih baik lagi,2025-12-09,1804778283,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,Default,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,4,50000,3650675,positive
"Kualitas produk: Sangat baik Paket di terima dalam kondisi aman, sesuai dengan pesanan, packing nya rapih, double bubble wrap,terima kasih 🙏",2025-04-05,1531993817,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,Default,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
susu uht kemasan kecil cocok untuk sekali minum dengan varian rasa yg disukai anak-anak,2024-10-12,1104954590,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
nilai untuk keseluruhan produk semua bagus dan sangat bermanfaat sekali untuk kita semua bagus dan sangat bermanfaat sekali,2024-12-09,1128403321,Frisian Flag Omega Susu UHT Chocolate 110ml [36 Pcs],Makanan & Minuman,,104000,https://www.tokopedia.com/frisian-flag/frisian-flag-omega-susu-uht-chocolate-110ml-36-pcs-1730827600255813414?extParam=ivf%3Dfalse%26search_id%3D20251211050037577BCC914F9E552DDYWB,782943724,5,50000,3650675,positive
"barang sesuai pesanan, pengiriman cepat, packing aman, recommended seller👍barang sesuai pesanan, pengiriman cepat, packing aman, recommended seller👍👍barang sesuai pesanan, pengiriman cepat, packing aman, recommended seller👍👍barang sesuai pesanan, pengiriman cepat, packing aman, recommended seller👍👍",2025-09-10,1670094880,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
barang sampai dgn baik untung aja aman walaupun gk pke dus lgi. ngeri&#34; sedap ya trimakasih seller dan Abang kurir.,2024-01-28,994603806,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
"Lumayan dpt harga promo + dpt voucher potongan 20rb dan Bebas Ongkir dari TOKOPEDIA😍 - Mie Sedaap Laksanya pas ada 15 bungkus dan Mie Sedaap Kari Spesialnya ada 5 bungkus. - Pengiriman Cepat kemarin sore order, sore ini sudah datang . Tokopedia sering” yaa bagi aku Voucher potongan😍😁 Thank u Seller,Kurir Anter Aja,dan TOKOPEDIA😍😍😍",2022-06-23,698814416,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
"Beda selera, beda rasa. Buat saya, pas dilidah..👍",2022-09-10,751869561,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
"rasanya mirip laksa beneran, pedas dan enak.. yg datang sesuai pesanan, pengiriman 2hari aja.. exp msh des 2023..",2023-05-28,895632025,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
"kepada Pelanggan yang baik, telah terima pesanan dengan baik. terima kasih banyak atas Perhatian dan Kebaikan Anda. Salam Sehat Selalu",2025-05-26,1483945657,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
mie sedap Singapore spicy laksa Mei ternikmat . rasa nya pas gurihsantan nya,2024-06-10,1051240519,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
"rasa enak, gurih sesuai dengan makanan aslinya, dan saya dapat promo jadi tidak mahal. exp lama",2024-10-26,1110265448,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,4,10000,7179543,positive
"packingnya aman, jumlah sesuai pesanan, fotonya gak full karena sebagian langsung dimakan, thank you seller dan kurir",2022-08-19,737726953,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
"Selalu beli di seller ini, recomended….",2025-03-22,1331023126,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
barang sesuai pesanan pengiriman cepat expire msh lama packing aman sentosa harga bersahabat,2023-02-09,843189526,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
"Pengiriman cepat &amp; aman.. mie laksanya enak, pedas mantab.. terima kasih ya wings..",2022-09-01,745623702,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
Sedaap mie instan rasa mi sedap Singapore spicy laksa kuah 83 gr sudah diterima TOKO ISKANDAR https://www.tokopedia.com/toko-iskandar-co. Produk tiba dan barang dalam kondisi baik sesuai dengan deskripsi. https://tokopedia.link/toko-iskandar-co . Makanan dan minuman khas Kalimantan Selatan tersedia dan silakan dibeli di link ini : Teh daerah Banjar Teh gunung satria kotak wangi khas Kalimantan Selatan https://tokopedia.link/UtwOFWjPEsb . https://www.tokopedia.com/toko-iskandar-co/teh-gunung-satria-celup-wangi . Indomie mie soto Banjar limau kuit https://tokopedia.link/CxSQOpeQEsb . https://www.tokopedia.com/toko-iskandar-co/mie-instant-indomie-mi-soto-banjar-limau-kuit-75gr . Indomie mie soto Banjar kuah 69 gram https://tokopedia.link/j6LrBpjQEsb . https://www.tokopedia.com/toko-iskandar-co/mi-instant-mie-indomie-rasa-soto-banjar-69-gr-mi-instan-kuah . Terima kasih. Kunjungi balik toko kami.,2022-08-21,738611718,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
"Sudah terima, sesuai deskripsi dan order, terima kasih 🙏🙏",2023-01-13,828394206,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
"Packing aman dengan dus tebal dan bubble wrap. Produk original. Bumbu spicy laksa nya mantap dan medok, juga mirip sekali dengan mie laksa Singapore dengan harga jauh lebih murah dan terjangkau. Cabe ada level 1 dan 2, mantap deh pedasnya.",2022-09-18,756510939,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
Produk original Harga masih kurang oke 😁 Respon dan pengiriman cepat Terima kasih,2022-04-24,655669197,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
"packaging ok. fast respon seller. rasa, ga bisa boong 😄",2021-10-06,493620424,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
"Pengiriman cepat, barang original, packaging aman. Udah was-was aja bakal nyampe setelah lebaran",2022-04-30,661313012,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
"packaging karton bok rapat rapi aman, barang lengkap sesuai pesanan, 30 bgks sedaap mie instan spicy laksa exp.11/12/2023",2023-05-23,893353251,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
Barang bagus sesuai deskripsi. diterima dengan baik. layanan dan penjual sangat responsif,2022-10-12,772024213,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs,Makanan & Minuman,,49700,https://www.tokopedia.com/wingsofficial/sedaap-mie-instan-singapore-spicy-laksa-83-gr-x-15-pcs?extParam=ivf%3Dfalse%26whid%3D7386608,1950870286,5,10000,7179543,positive
"Yay! Akhirnya nyobain roti eneng! Gemesh banget kemasannya, thank you yaaa 🥰🥰🥰🥰",2023-05-05,885380820,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
"Seller ramah, respon baik dan cepat. Proses cepat pengiriman cepat, kemasan bagus dalam kotak. Roti tawar yg sangat lembut dan enak, diskon lagi. Terima kasih banyak seller 🙏🙏🙏",2021-09-28,487371249,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
"super enak!! dari wanginya ketauan kalo terbuat dari bahan yg bagus. trus, masih fresh banget. lembut dan masih mendul-mendul gitu. hehehe",2023-02-07,842406112,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
"recomended, kualitas produk istimewa dengan packing yang aman. selalu belanja ditempat ini, pelayanan penjual baik sekali. terima kasih",2022-07-17,714742362,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
"msh fresh banget, empuk n lembut. irisan gendut2 segendut rotinya. service sangat kilat.",2024-05-31,1046913046,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
roti di kemas aman. seller juga cepet respond langsung kirim,2023-02-06,841357715,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
"Perfecto!! Best of the best bread that I ever had. In my first impression, I think this bread won&#39;t soft. Ternyata, sangat soft, bahkan sampai ke kulit roti-nya.Cukup mengenyangkan dengan ketebalan 2,5 cm. Worth it to buy. Dijamin pasti puas dengan roti tawar gendut ini. Beside soft, this bread is rich with milk flavor. Good job for Roti Eneng that create this bread with best qualities. Dikemas dengan baik dan dipercantik dengan kardus roti yang menarik. Pengiriman super cepat, tidak sampai 1 jam. Thank you for Roti Eneng, who already create this delicious bread and always give best service for your customers. Keep do your best work, Roti Eneng.",2022-12-12,809558879,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
"Paket 🍞 diterima dengan selamat! Fix sih ini jadi kedoyanan kami, karena rotinya ngenyangin, berserat dan gak bikin begah/mules sehabis makan! Rotinya juga no keras-keras walau udah difreezer lalu ditoast sebentar... Tetap lembut! Monmaap, ini mah 3 loaves gini cuma seminggu kalau buat kami 🤭",2022-07-07,708482911,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
enak banget rasanya...kemasan cantik juga. pengiriman rapi n save. tdk nyangka roti tawar dpt seenak selembut ini. pasti beli lg.,2025-12-06,1799723657,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
"Mumpung lagi ada diskon pengiriman plus cashback, nyetokkk untuk setengah bulan (karena kulkasnya gacukup 😝) Fix favorit kami ya si Ubi sama Tawar Gendud sih💚💚",2022-07-26,721160653,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
Pesanan diproses cepat. Sudah beberapa kali pesen tapi baru kali cobain roti gendut. Enak rotinya.,2022-08-29,743586169,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
"ROTI🍞 ENENG DABESSSTT! Fix udah jadi staple di household kami 😭😭 Seenak itu, semengenyangkan itu dan senyaman itu makannyaaaa! Bener deh, walau harganya jauh di atas roti tawar minimart, tapi kalo kualitasnya segini bagus ya nggak apa2 deh langganan beli. Semoga banyak promo teruzzz 🎉",2022-07-12,711737124,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
"Selalu gercep bat bit buuuut kalo ada FS Roti Eneng. Seenak dan semengenyangkan itu sih, cocok buat babu domestik yang lagi perbaikan pola makan hahaha.",2022-07-22,718718093,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
Rugi rasanya kalo beli roti cuma sedikit dari toko ini. Semuanya enaaakk!!😋😋 Recommended banget buat segera memborong roti2nya😉👍🏼👍🏼,2022-06-17,694263053,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
"Roti🍞 kesayangan kembali ke pangkuan~ Dapet harga FS, subsidi ongkir Sameday PLUS cashback donggg, gimana gak cihuy tuhh 🤑 Cuma sayang ni, si Roti Kentang Kejunya kok gak se-ngeju dulu ya? Keju di tengahnya jadi sedikittt sekaliii. Tapi masih enyak enyak enyaaakk dimakan/digado gitu aja.",2022-08-11,732438104,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
Tidak ada yg istimewa dari roti ini. Rasa sama seperti roti yg lain (menurut Ibu dan anak saya). Pelayanan kurang.,2023-03-02,854146039,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,3,10000,8312452,neutral
Yg ini bru mo coba pasti enak juga krn roti isi lainnya enak🥰,2022-06-19,696217910,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
"Respon cepet. Admin ramah. Packaging roti oke, rasanya sudah tau 😊 Sukses selalu &amp; terimakasih ya.",2021-09-19,480877297,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
"Roti tawar gendut dari Roti Eneng adalah roti favorit keluarga untuk roti bakar, yummy",2023-06-15,903384729,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
"mantap, response &amp; pengiriman selalu on time roti tawar gendut paling enak utk toast",2024-06-13,1052471383,Roti Tawar Gendut,Makanan & Minuman,,36900,https://www.tokopedia.com/roti-eneng/roti-tawar-gendut?extParam=ivf%3Dfalse,818821942,5,10000,8312452,positive
Proses dan pengiriman cepat. Packing rapi dalam kotak sehingga roti aman. Dan rotinya enak-enak semua. Recommended.,2022-08-29,743599452,Roti Bunting Beef and cheese,Makanan & Minuman,,18900,https://www.tokopedia.com/roti-eneng/roti-bunting-beef-and-cheese?extParam=ivf%3Dfalse,1683704213,5,10000,8312452,positive
"Bisa klik beli, stok tersedia. Persiapan pengiriman oleh seller cepat, demikian juga durasi pengiriman instant cepat.. Roti bunting yang di order masih segar dan baru. Daging roti, tekstur nya lembut, halus dan legit saat dikunyah. Jenis isian beef keju di dalamnya rasanya sangat pas dengan flavor yang diharapkan. Desain kemasan bagus dan menarik, presisi dan kuat, sehingga saat stlh dibuka dan ditutup lagi bisa tertutup dengan rapat.",2024-11-01,1112611828,Roti Bunting Beef and cheese,Makanan & Minuman,,18900,https://www.tokopedia.com/roti-eneng/roti-bunting-beef-and-cheese?extParam=ivf%3Dfalse,1683704213,5,10000,8312452,positive
